NRO_FACT,COD_PROD,DESC_PROD,CANTIDAD,FECHA_FACT,PRECIO_UNIT,COD_CLIENTE,DISTRITO
536544,BLAI1,ARROZ INTEGRAL,1,2/11/2018,6,,SAN BORJA
536544,BLAI1,ARROZ INTEGRAL,2,12/07/2018,6,,SAN BORJA
536544,BLAI1,ARROZ INTEGRAL,1,13/09/2019,6,,SAN BORJA
536544,BLAI1,ARROZ INTEGRAL,2,15/08/2018,6,,SAN BORJA
536544,BLAI1,ARROZ INTEGRAL,3,11/02/2019,6,,SAN BORJA
536544,BLAI1,ARROZ INTEGRAL,4,20/07/2018,6,,SAN BORJA
536544,BLAI1,ARROZ INTEGRAL,1,21/05/2018,6,,SAN BORJA
536544,BLBQ1,BOL QUINUA,1,11/08/2019,2,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,23/12/2018,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,26/10/2018,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,24/10/2019,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,24/01/2018,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,27/07/2019,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,2,17/02/2019,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,6/10/2019,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,2,24/02/2019,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,11/09/2018,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,2,9/08/2018,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,10/11/2018,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,1,11/12/2019,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,7,25/12/2019,3,,MIRAFLORES
536544,BLMF1,MIX FRUTOS,9,14/06/2018,3,,MIRAFLORES
536544,BLGA1,GALLETA AVENA,4,5/04/2019,2,,MIRAFLORES
536544,BLGA1,GALLETA AVENA,1,30/01/2018,2,,MIRAFLORES
536544,BLMC1,MATE DE COCA,3,10/07/2018,5,,MIRAFLORES
536544,BLMC1,MATE DE COCA,1,20/06/2019,5,,MIRAFLORES
536544,BLMC1,MATE DE COCA,1,4/11/2019,5,,MIRAFLORES
536544,BLSV1,SNEAKER VEGANO,3,27/11/2018,4,,JESUS MARIA
536544,BLSV1,SNEAKER VEGANO,2,13/08/2018,4,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,19/02/2018,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,3,13/03/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,2,30/03/2018,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,27/06/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,20/11/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,10/03/2018,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,28/08/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,5/07/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,24/10/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,2,26/09/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,6/09/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,17/04/2019,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,5/03/2018,10,,JESUS MARIA
536544,BLCC1,CAMU CAMU,1,10/09/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,18/06/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,11/06/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,19/01/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,15/12/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,6/09/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,8/03/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,20/04/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,5,14/10/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,3/08/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,8,4/08/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,16/05/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,9/02/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,8/05/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,9/04/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,28/07/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,23/09/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,12/11/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,14/06/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,20/04/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,19/02/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,25/01/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,12/11/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,10/03/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,8/05/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,12/09/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,5/11/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,22/12/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,11/03/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,12/10/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,7/04/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,4,12/03/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,7/11/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,8,8/05/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,4,18/04/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,3,25/07/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,4/08/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,26/07/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,4,17/02/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,3/05/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,5/12/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,1/06/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,11/01/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,8/11/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,24/09/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,16/05/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,3,18/10/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,17/01/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,3,21/08/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,12/01/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,18/05/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,25/02/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,14/12/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,11,3/12/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,3,21/06/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,4,28/03/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,19/03/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,9/01/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,26/07/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,2,25/04/2018,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,24/05/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,16/09/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,13/04/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,5,5/02/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,1/06/2019,10,,JESUS MARIA
536544,BLSI1,SACHA INCHI,1,30/11/2018,10,,JESUS MARIA
536544,BLSV1,SNEAKER VEGANO,1,8/05/2019,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,10,16/03/2018,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,2,20/04/2018,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,20/09/2019,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,10/10/2018,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,2/01/2018,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,9/12/2019,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,5/01/2019,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,15/06/2019,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,19/06/2018,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,16/07/2019,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,2,20/07/2019,4,,LOS OLIVOS
536544,BLCC1,CAMU CAMU,1,23/08/2019,10,,LOS OLIVOS
536544,BLCC1,CAMU CAMU,1,19/10/2018,10,,LOS OLIVOS
536544,BLCC1,CAMU CAMU,1,1/09/2018,10,,LOS OLIVOS
536544,BLCC1,CAMU CAMU,1,10/05/2019,10,,LOS OLIVOS
536544,BLCC1,CAMU CAMU,1,26/02/2018,10,,LOS OLIVOS
536544,BLCC1,CAMU CAMU,1,12/09/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,2/08/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,11/10/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,14/12/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,2/10/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,4/03/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,19/02/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,14/07/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,4,6/01/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,3/05/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,5,29/12/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,2,5/12/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,28/02/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,3,3/10/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,3,18/01/2019,10,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,8/04/2019,4,,LOS OLIVOS
536544,BLSV1,SNEAKER VEGANO,1,13/09/2018,4,,LOS OLIVOS
536544,BLCC1,CAMU CAMU,2,6/02/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,23/06/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,11/12/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,3,22/05/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,2,5/05/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,23/08/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,3,15/11/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,31/05/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,30,23/03/2019,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,19/06/2018,10,,LOS OLIVOS
536544,BLSI1,SACHA INCHI,1,14/12/2018,10,,LOS OLIVOS
536544,BLMF1,MIX FRUTOS,3,1/07/2018,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,6,6/03/2019,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,6,13/12/2018,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,3,8/06/2019,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,3,21/03/2018,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,2,26/11/2018,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,1,2/09/2018,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,2,19/10/2019,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,2,7/08/2018,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,2,22/08/2019,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,3,6/08/2019,3,,JESUS MARIA
536544,BLMF1,MIX FRUTOS,1,22/09/2019,3,,JESUS MARIA
536544,BLGA1,GALLETA AVENA,4,2/02/2019,2,,JESUS MARIA
536544,BLGA1,GALLETA AVENA,1,18/05/2018,2,,JESUS MARIA
536544,BLGA1,GALLETA AVENA,3,1/11/2018,2,,JESUS MARIA
536544,BLGA1,GALLETA AVENA,1,6/05/2018,2,,JESUS MARIA
536544,BLGA1,GALLETA AVENA,3,19/12/2019,2,,JESUS MARIA
536544,BLGA1,GALLETA AVENA,2,12/03/2018,2,,JESUS MARIA
536544,BLGA1,GALLETA AVENA,1,25/07/2018,2,,JESUS MARIA
536544,BLC01,CHIA,1,26/12/2018,6,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,30/08/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,11/12/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,2,26/11/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,2,20/08/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,20/06/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,31/05/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,30/06/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,2,3/01/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,13/05/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,4/05/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,27/01/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,8/12/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,2,2/11/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,3,20/02/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,4,1/06/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,8/01/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,24/07/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,4,10/09/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,16/12/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,5/07/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,24/08/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,7/11/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,30/07/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,13/09/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,3,21/06/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,10/09/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,2,21/07/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,18/12/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,4,8/10/2018,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,2,31/08/2019,5,,JESUS MARIA
536544,BLMC1,MATE DE COCA,1,22/11/2019,5,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,27/09/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,4/06/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,27/10/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,22/10/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,26/11/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,15/05/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,31/01/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,8/06/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,3,9/04/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,11/04/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,21/10/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,2/03/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,9/07/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,31/08/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,13/06/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,23,17/02/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,10/09/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,3,1/01/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,8/04/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,16/06/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,7,3/05/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,25/03/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,16/09/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,6/06/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,25/12/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,30/12/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,14/10/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,13/01/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,17/04/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,4,15/07/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,6,6/04/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,5,28/05/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,14/01/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,2/11/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,8,24/07/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,15/08/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,9/08/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,28/08/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,18/12/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,4,22/10/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,4,26/11/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,4,4/06/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,28/01/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,31/07/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,18/03/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,7/12/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,12,31/01/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,30/03/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,7/10/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,21/01/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,29/09/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,6/02/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,15/05/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,2/10/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,25/03/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,4/10/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,16/08/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,22/08/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,12/01/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,5,2/11/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,5,24/04/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,4,19/09/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,3/02/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,3/12/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,22/12/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,22/08/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,1,1/08/2018,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,19/03/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,14/12/2019,8,,JESUS MARIA
536544,BLMA1,MIEL DE AVEJA,2,15/06/2018,8,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,12/05/2019,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,16/02/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,13/03/2019,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,2,23/07/2019,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,3,18/04/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,12/07/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,1/09/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,2,13/07/2019,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,29/03/2019,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,2/08/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,31/05/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,5,23/05/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,14/09/2018,9,,JESUS MARIA
536544,BLAL1,ACEITE LINAZA,1,28/03/2018,9,,JESUS MARIA
536545,BLAL1,ACEITE LINAZA,1,8/09/2018,9,,JESUS MARIA
536546,BLAL1,ACEITE LINAZA,1,15/03/2018,9,,JESUS MARIA
536547,BLAL1,ACEITE LINAZA,1,26/10/2018,9,,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-4,22/09/2018,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-5,12/12/2019,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-1,19/04/2018,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-7,27/12/2019,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-1,30/08/2018,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-2,23/04/2018,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-1,14/04/2019,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-2,4/06/2019,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-6,14/04/2019,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-1,29/05/2018,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-2,20/03/2019,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-3,27/01/2018,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-1,18/02/2018,9,12472,JESUS MARIA
C536548,BLAL1,ACEITE LINAZA,-4,30/03/2018,9,12472,JESUS MARIA
536549,BLAL1,ACEITE LINAZA,1,28/03/2018,9,,JESUS MARIA
536550,BLAL1,ACEITE LINAZA,1,25/06/2018,9,,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,31/01/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,5/07/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,6,16/02/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,14/02/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,3,25/02/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,15/12/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,30/03/2018,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,10/12/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,3,16/04/2018,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,1/04/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,30/08/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,25/08/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,26/02/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,28/11/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,24/03/2018,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,1/01/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,26/05/2018,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,16/11/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,9/10/2018,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,27/05/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,2,26/05/2018,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,4,12/05/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,1,2/12/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,6,8/02/2019,9,17346,JESUS MARIA
536551,BLAL1,ACEITE LINAZA,12,15/04/2019,9,17346,JESUS MARIA
536551,BLS01,SABILA,12,24/11/2019,5,17346,JESUS MARIA
536551,BLS01,SABILA,1,8/08/2019,5,17346,JESUS MARIA
536551,BLS01,SABILA,4,22/07/2019,5,17346,JESUS MARIA
536551,BLS01,SABILA,1,20/10/2019,5,17346,JESUS MARIA
536551,BLS01,SABILA,1,18/11/2019,5,17346,JESUS MARIA
536551,BLS01,SABILA,1,31/08/2019,5,17346,JESUS MARIA
536551,BLS01,SABILA,1,2/01/2018,5,17346,JESUS MARIA
536551,BLS01,SABILA,1,25/07/2019,5,17346,JESUS MARIA
536551,BLS01,SABILA,3,21/02/2018,5,17346,JESUS MARIA
536551,BLS01,SABILA,1,25/01/2018,5,17346,JESUS MARIA
536552,BLS01,SABILA,1,9/02/2018,5,,JESUS MARIA
