NRO_FACT,COD_PROD,DESC_PROD,CANTIDAD,FECHA_FACT,PRECIO_UNIT,COD_CLIENTE,DISTRITO
238367,BLAL1,ACEITE LINAZA,10,18/06/2018,9,10122,LA MOLINA
238368,BLSI1,SACHA INCHI,1,18/06/2018,10,10208,LA VICTORIA
238369,BLSI1,SACHA INCHI,2,18/06/2018,10,10192,LA MOLINA
238370,BLMA1,MIEL DE AVEJA,1,18/06/2018,8,10167,SAN ISIDRO
238371,BLMA1,MIEL DE AVEJA,3,18/06/2018,8,10120,SAN ISIDRO
238372,BLSV1,SNEAKER VEGANO,1,19/06/2018,4,10100,LOS OLIVOS
238373,BLSI1,SACHA INCHI,1,19/06/2018,10,10247,LOS OLIVOS
238374,BLSI1,SACHA INCHI,1,19/06/2018,10,10195,JESUS MARIA
238375,BLSI1,SACHA INCHI,6,19/06/2018,10,10048,SAN BORJA
238376,BLSV1,SNEAKER VEGANO,-2,19/06/2018,4,10250,PUEBLO LIBRE
238377,BLC01,QUINUA,1,19/06/2018,6,10197,LINCE
238378,BLMF1,MIX FRUTOS,1,19/06/2018,3,10196,JESUS MARIA
238379,BLGA1,GALLETA AVENA,1,19/06/2018,2,10240,SAN MARTIN
238380,BLC01,QUINUA,4,19/06/2018,6,10197,JESUS MARIA
238381,BLSI1,SACHA INCHI,2,19/06/2018,10,10069,JESUS MARIA
238382,BLSI1,SACHA INCHI,2,19/06/2018,10,10052,JESUS MARIA
238383,BLSI1,SACHA INCHI,12,19/06/2018,10,10111,CERCADO
238384,BLMA1,MIEL DE AVEJA,10,19/06/2018,8,10153,JESUS MARIA
238385,BLS01,SABILA,1,19/06/2018,5,10241,SAN BORJA
238386,BLG01,GRANOLA,12,20/06/2018,6,10164,PUEBLO LIBRE
238387,BLGA1,GALLETA AVENA,8,20/06/2018,2,10239,BARRANCO
238388,BLCC1,CAMU CAMU,24,20/06/2018,10,10233,PUEBLO LIBRE
238389,BLKZ1,KEKE ZANAHORIA,1,20/06/2018,5,10249,LA MOLINA
238390,BLMC1,MATE DE COCA,1,20/06/2018,5,10227,JESUS MARIA
238391,BLSV1,SNEAKER VEGANO,5,20/06/2018,4,10145,JESUS MARIA
238392,BLAI1,ARROZ INTEGRAL,1,20/06/2018,6,10038,SAN MIGUEL
238393,BLP01,PROPOLEO,2,20/06/2018,6,10120,JESUS MARIA
238394,BLP01,PROPOLEO,6,20/06/2018,6,10045,JESUS MARIA
238395,BLKG1,KEKE GUINDON,1,20/06/2018,5,10035,JESUS MARIA
238396,BLSI1,SACHA INCHI,1,20/06/2018,10,10097,SAN JUAN DE LURIGANCHO
238397,BLMF1,MIX FRUTOS,8,20/06/2018,3,10227,JESUS MARIA
238398,BLG01,GRANOLA,-80,20/06/2018,6,10157,LA MOLINA
238399,BLOJ1,OJUELAS,12,20/06/2018,3,10196,JESUS MARIA
238400,BLMC1,MATE DE COCA,18,20/06/2018,5,10003,SAN MIGUEL
238401,BLP01,PROPOLEO,8,20/06/2018,6,10152,JESUS MARIA
238402,BLA01,ALGARROBINA,2,20/06/2018,8,10103,SAN BORJA
238403,BLMC1,MATE DE COCA,6,20/06/2018,5,10107,JESUS MARIA
238404,BLAC1,ACEITE DE COCO,6,21/06/2018,9,10185,JESUS MARIA
238405,BLSI1,SACHA INCHI,3,21/06/2018,10,10162,JESUS MARIA
238406,BLAI1,ARROZ INTEGRAL,4,21/06/2018,6,10003,MIRAFLORES
238407,BLSV1,SNEAKER VEGANO,2,21/06/2018,4,10229,CERCADO
238408,BLP01,PROPOLEO,1,21/06/2018,6,10010,LA MOLINA
238409,BLC01,QUINUA,1,21/06/2018,6,10249,OTROS
238410,BLP01,PROPOLEO,1,21/06/2018,6,10202,BREÑA
238411,BLSI1,SACHA INCHI,1,21/06/2018,10,10020,JESUS MARIA
238412,BLMC1,MATE DE COCA,8,21/06/2018,5,10205,JESUS MARIA
238413,BLOJ1,OJUELAS,8,21/06/2018,3,10116,JESUS MARIA
238414,BLAI1,ARROZ INTEGRAL,1,21/06/2018,6,10217,BARRANCO
238415,BLAI1,ARROZ INTEGRAL,6,21/06/2018,6,10046,BARRANCO
238416,BLG01,GRANOLA,1,21/06/2018,6,10226,JESUS MARIA
238417,BLSI1,SACHA INCHI,1,22/06/2018,10,10213,SAN BORJA
238418,BLAI1,ARROZ INTEGRAL,12,22/06/2018,6,10153,SAN MARTIN
238419,BLMC1,MATE DE COCA,1,22/06/2018,5,10214,SAN MARTIN
238420,BLMC1,MATE DE COCA,1,22/06/2018,5,10243,SAN MARTIN
238421,BLMF1,MIX FRUTOS,6,22/06/2018,3,10082,BARRANCO
238422,BLMA1,MIEL DE AVEJA,8,22/06/2018,8,10210,JESUS MARIA
238423,BLG01,GRANOLA,1,22/06/2018,6,10046,PUEBLO LIBRE
238424,BLMC1,MATE DE COCA,1,22/06/2018,5,10157,SAN ISIDRO
238425,BLSV1,SNEAKER VEGANO,1,22/06/2018,4,10106,LA MOLINA
238426,BLP01,PROPOLEO,20,22/06/2018,6,10133,JESUS MARIA
238427,BLMF1,MIX FRUTOS,1,22/06/2018,3,10158,JESUS MARIA
238428,BLMA1,MIEL DE AVEJA,72,23/06/2018,8,10158,SAN MARTIN
238429,BLG01,GRANOLA,1,23/06/2018,6,10242,PUEBLO LIBRE
238430,BLMF1,MIX FRUTOS,4,23/06/2018,3,10243,SAN JUAN DE MIRAFLORES
238431,BLG01,GRANOLA,1,23/06/2018,6,10231,JESUS MARIA
238432,BLG01,GRANOLA,12,23/06/2018,6,10162,JESUS MARIA
238433,BLP01,PROPOLEO,200,23/06/2018,6,10000,JESUS MARIA
238434,BLMC1,MATE DE COCA,24,23/06/2018,5,10009,BARRANCO
238435,BLMC1,MATE DE COCA,6,23/06/2018,5,10070,SAN LUIS
238436,BLSV2,SNEAKER VEGANO,12,23/06/2018,4,10250,SAN JUAN DE LURIGANCHO
238437,BLAL1,ACEITE LINAZA,2,23/06/2018,9,10240,SAN BORJA
238438,BLSV1,SNEAKER VEGANO,10,24/06/2018,4,10207,SAN BORJA
238439,BLSV1,SNEAKER VEGANO,12,24/06/2018,4,10058,JESUS MARIA
238440,BLMC1,MATE DE COCA,1,24/06/2018,5,10133,SAN MARTIN
238441,BLKZ1,KEKE ZANAHORIA,12,24/06/2018,5,10073,JESUS MARIA
238442,BLKG1,KEKE GUINDON,2,24/06/2018,5,10058,JESUS MARIA
238443,BLSI1,SACHA INCHI,1,24/06/2018,10,10139,JESUS MARIA
238444,BLAL1,ACEITE LINAZA,4,24/06/2018,9,10193,LA MOLINA
238445,BLSI1,SACHA INCHI,1,24/06/2018,10,10010,JESUS MARIA
238446,BLSI1,SACHA INCHI,10,24/06/2018,10,10199,JESUS MARIA
238447,BLSI1,SACHA INCHI,6,24/06/2018,10,10129,JESUS MARIA
238448,BLMC1,MATE DE COCA,6,24/06/2018,5,10217,SAN MIGUEL
238449,BLOJ1,OJUELAS,1,24/06/2018,3,10043,JESUS MARIA
238450,BLKG1,KEKE GUINDON,1,25/06/2018,5,10155,CERCADO
238451,BLAL1,ACEITE LINAZA,1,25/06/2018,9,10248,JESUS MARIA
238452,BLKC1,KEKE CHIA,2,25/06/2018,5,10076,JESUS MARIA
238453,BLP01,PROPOLEO,1,25/06/2018,6,10046,BREÑA
238454,BLMC1,MATE DE COCA,1,25/06/2018,5,10138,SAN LUIS
238455,BLA01,ALGARROBINA,4,25/06/2018,8,10056,JESUS MARIA
238456,BLSI1,SACHA INCHI,1,25/06/2018,10,10147,JESUS MARIA
238457,BLC01,QUINUA,1,25/06/2018,6,10063,JESUS MARIA
238458,BLC01,QUINUA,1,25/06/2018,6,10001,JESUS MARIA
238459,BLMC1,MATE DE COCA,5,25/06/2018,5,10033,JESUS MARIA
238460,BLG01,GRANOLA,1,25/06/2018,6,10177,LA MOLINA
238461,BLP01,PROPOLEO,2,25/06/2018,6,10152,BREÑA
238462,BLCC1,CAMU CAMU,36,25/06/2018,10,10181,SAN JUAN DE LURIGANCHO
238463,BLAI1,ARROZ INTEGRAL,1,25/06/2018,6,10191,JESUS MARIA
238464,BLSI1,SACHA INCHI,1,25/06/2018,10,10043,JESUS MARIA
238465,BLP01,PROPOLEO,3,26/06/2018,6,10031,CERCADO
238466,BLSI1,SACHA INCHI,1,26/06/2018,10,10014,JESUS MARIA
238467,BLSV1,SNEAKER VEGANO,1,26/06/2018,4,10172,JESUS MARIA
238468,BLAI1,ARROZ INTEGRAL,20,26/06/2018,6,10020,SAN MIGUEL
238469,BLKG1,KEKE GUINDON,600,26/06/2018,5,10101,JESUS MARIA
238470,BLP01,PROPOLEO,1,26/06/2018,6,10113,JESUS MARIA
238471,BLMA1,MIEL DE AVEJA,5,26/06/2018,8,10229,JESUS MARIA
238472,BLSI1,SACHA INCHI,1,26/06/2018,10,10009,SAN BORJA
238473,BLMF1,MIX FRUTOS,1,26/06/2018,3,10133,SAN BORJA
238474,BLSV1,SNEAKER VEGANO,1,26/06/2018,4,10154,JESUS MARIA
238475,BLMF1,MIX FRUTOS,1,26/06/2018,3,10214,BARRANCO
238476,BLAL1,ACEITE LINAZA,24,26/06/2018,9,10165,JESUS MARIA
238477,BLSV1,SNEAKER VEGANO,12,26/06/2018,4,10008,JESUS MARIA
238478,BLMF1,MIX FRUTOS,6,26/06/2018,3,10239,COMAS
238479,BLSI1,SACHA INCHI,1,26/06/2018,10,10204,CERCADO
238480,BLKG1,KEKE GUINDON,1,26/06/2018,5,10066,SAN BORJA
238481,BLSV1,SNEAKER VEGANO,1,27/06/2018,4,10066,JESUS MARIA
238482,BLAI1,ARROZ INTEGRAL,8,27/06/2018,6,10221,MIRAFLORES
238483,BLSV1,SNEAKER VEGANO,32,27/06/2018,4,10240,CERCADO
238484,BLG01,GRANOLA,3,27/06/2018,6,10059,SAN BORJA
238485,BLSV1,SNEAKER VEGANO,1,27/06/2018,4,10175,JESUS MARIA
238486,BLAC1,ACEITE DE COCO,3,27/06/2018,9,10150,JESUS MARIA
238487,BLMC1,MATE DE COCA,12,27/06/2018,5,10206,SAN BORJA
238488,BLSV1,SNEAKER VEGANO,6,27/06/2018,4,10030,JESUS MARIA
238489,BLMC1,MATE DE COCA,1,27/06/2018,5,10022,MIRAFLORES
238490,BLCC1,CAMU CAMU,2,27/06/2018,10,10245,LA MOLINA
238491,BLSI1,SACHA INCHI,1,27/06/2018,10,10178,CERCADO
238492,BLP01,PROPOLEO,4,28/06/2018,6,10153,JESUS MARIA
238493,BLMF1,MIX FRUTOS,2,28/06/2018,3,10007,JESUS MARIA
238494,BLSI1,SACHA INCHI,1,28/06/2018,10,10109,JESUS MARIA
238495,BLGA1,GALLETA AVENA,12,28/06/2018,2,10235,SAN MIGUEL
238496,BLG01,GRANOLA,6,28/06/2018,6,10218,JESUS MARIA
238497,BLSI1,SACHA INCHI,10,28/06/2018,10,10017,JESUS MARIA
238498,BLAL1,ACEITE LINAZA,6,28/06/2018,9,10060,JESUS MARIA
238499,BLKG1,KEKE GUINDON,4,28/06/2018,5,10207,LA MOLINA
238500,BLG01,GRANOLA,1,28/06/2018,6,10199,LA MOLINA
238501,BLG01,GRANOLA,2,28/06/2018,6,10153,LA VICTORIA
238502,BLSI1,SACHA INCHI,3,28/06/2018,10,10196,JESUS MARIA
238503,BLC01,CACAO,6,29/06/2018,5,10079,JESUS MARIA
238504,BLSI1,SACHA INCHI,2,29/06/2018,10,10147,JESUS MARIA
238505,BLSI1,SACHA INCHI,24,29/06/2018,10,10170,LA MOLINA
238506,BLAI1,ARROZ INTEGRAL,12,29/06/2018,6,10176,MIRAFLORES
238507,BLKG1,KEKE GUINDON,12,29/06/2018,5,10239,SAN BORJA
238508,BLKG1,KEKE GUINDON,10,29/06/2018,5,10107,JESUS MARIA
238509,BLAI1,ARROZ INTEGRAL,72,29/06/2018,6,10107,JESUS MARIA
238510,BLSV1,SNEAKER VEGANO,12,29/06/2018,4,10064,JESUS MARIA
238511,BLMF1,MIX FRUTOS,2,29/06/2018,3,10009,JESUS MARIA
238512,BLMC1,MATE DE COCA,6,29/06/2018,5,10049,SAN BORJA
238513,BLAL1,ACEITE LINAZA,1,29/06/2018,9,10002,CERCADO
238514,BLSV1,SNEAKER VEGANO,3,29/06/2018,4,10049,PUEBLO LIBRE
238515,BLMC1,MATE DE COCA,1,30/06/2018,5,10019,JESUS MARIA
238516,BLP01,PROPOLEO,1,30/06/2018,6,10233,BREÑA
238517,BLMC1,MATE DE COCA,2,30/06/2018,5,10114,MIRAFLORES
238518,BLMA1,MIEL DE AVEJA,3,30/06/2018,8,10001,COMAS
238519,BLMF1,MIX FRUTOS,6,30/06/2018,3,10159,SAN MARTIN
238520,BLSI1,SACHA INCHI,1,30/06/2018,10,10065,JESUS MARIA
238521,BLAL1,ACEITE LINAZA,2,30/06/2018,9,10086,JESUS MARIA
238522,BLSV1,SNEAKER VEGANO,6,30/06/2018,4,10027,JESUS MARIA
238523,BLMA1,MIEL DE AVEJA,12,30/06/2018,8,10088,JESUS MARIA
238524,BLSI1,SACHA INCHI,6,1/07/2018,10,10036,LINCE
238525,BLMF1,MIX FRUTOS,3,1/07/2018,3,10111,JESUS MARIA
238526,BLG01,GRANOLA,7,1/07/2018,6,10114,PUEBLO LIBRE
238527,BLKG1,KEKE GUINDON,128,1/07/2018,5,10226,JESUS MARIA
238528,BLMC1,MATE DE COCA,7,1/07/2018,5,10023,JESUS MARIA
238529,BLSI1,SACHA INCHI,1,1/07/2018,10,10246,LA MOLINA
238530,BLAI1,ARROZ INTEGRAL,4,1/07/2018,6,10159,BARRANCO
238531,BLSV1,SNEAKER VEGANO,-24,2/07/2018,4,10173,JESUS MARIA
238532,BLP01,PROPOLEO,6,2/07/2018,6,10163,JESUS MARIA
238533,BLP01,PROPOLEO,10,2/07/2018,6,10144,JESUS MARIA
238534,BLBE1,BARRA ENERGETICA,12,2/07/2018,2,10118,JESUS MARIA
238535,BLAI1,ARROZ INTEGRAL,2,2/07/2018,6,10114,COMAS
238536,BLSV1,SNEAKER VEGANO,1,2/07/2018,4,10066,JESUS MARIA
238537,BLP01,PROPOLEO,1,2/07/2018,6,10208,JESUS MARIA
238538,BLG01,GRANOLA,2,2/07/2018,6,10090,JESUS MARIA
238539,BLCC1,CAMU CAMU,1,2/07/2018,10,10009,PUEBLO LIBRE
238540,BLP01,PROPOLEO,1,2/07/2018,6,10115,JESUS MARIA
238541,BLSI1,SACHA INCHI,4,2/07/2018,10,10070,JESUS MARIA
238542,BLAI1,ARROZ INTEGRAL,2,3/07/2018,6,10077,BARRANCO
238543,BLP01,PROPOLEO,24,3/07/2018,6,10205,JESUS MARIA
238544,BLSV1,SNEAKER VEGANO,12,3/07/2018,4,10209,LA MOLINA
238545,BLKG1,KEKE GUINDON,144,3/07/2018,5,10094,JESUS MARIA
238546,BLMC1,MATE DE COCA,24,3/07/2018,5,10047,JESUS MARIA
238547,BLAI1,ARROZ INTEGRAL,4,3/07/2018,6,10221,JESUS MARIA
238548,BLSV1,SNEAKER VEGANO,48,3/07/2018,4,10023,PUEBLO LIBRE
238549,BLSV1,SNEAKER VEGANO,1,3/07/2018,4,10022,PUEBLO LIBRE
238550,BLP01,PROPOLEO,2,3/07/2018,6,10106,PUEBLO LIBRE
238551,BLSV1,SNEAKER VEGANO,2,3/07/2018,4,10066,JESUS MARIA
238552,BLAI1,ARROZ INTEGRAL,1,3/07/2018,6,10128,SAN MIGUEL
238553,BLP01,PROPOLEO,2,3/07/2018,6,10223,JESUS MARIA
238554,BLP01,PROPOLEO,4,3/07/2018,6,10062,SAN BORJA
238555,BLG01,GRANOLA,12,3/07/2018,6,10082,JESUS MARIA
238556,BLMA1,MIEL DE AVEJA,1,4/07/2018,8,10206,SAN BORJA
238557,BLG01,GRANOLA,1,4/07/2018,6,10061,LA MOLINA
238558,BLKG1,KEKE GUINDON,3,4/07/2018,5,10118,CERCADO
238559,BLMC1,MATE DE COCA,8,4/07/2018,5,10222,SAN MIGUEL
238560,BLCC1,CAMU CAMU,12,4/07/2018,10,10053,CERCADO
238561,BLMF1,MIX FRUTOS,3,4/07/2018,3,10128,JESUS MARIA
238562,BLAI1,ARROZ INTEGRAL,6,4/07/2018,6,10222,SAN BORJA
238563,BLG01,GRANOLA,10,4/07/2018,6,10120,CERCADO
238564,BLSI1,SACHA INCHI,48,4/07/2018,10,10197,JESUS MARIA
238565,BLSI1,SACHA INCHI,2,4/07/2018,10,10105,BREÑA
238566,BLG01,GRANOLA,3,4/07/2018,6,10168,JESUS MARIA
238567,BLOJ1,OJUELAS,6,4/07/2018,3,10182,JESUS MARIA
238568,BLMA1,MIEL DE AVEJA,50,5/07/2018,8,10182,JESUS MARIA
238569,BLSI1,SACHA INCHI,2,5/07/2018,10,10136,JESUS MARIA
238570,BLCC1,CAMU CAMU,24,5/07/2018,10,10242,JESUS MARIA
238571,BLA01,ALGARROBINA,1,5/07/2018,8,10144,SAN BORJA
238572,BLSV1,SNEAKER VEGANO,4,5/07/2018,4,10093,JESUS MARIA
238573,BLMF1,MIX FRUTOS,1,5/07/2018,3,10033,COMAS
238574,BLSV1,SNEAKER VEGANO,12,5/07/2018,4,10131,PUEBLO LIBRE
238575,BLP01,PROPOLEO,2,5/07/2018,6,10008,LA MOLINA
238576,BLMF1,MIX FRUTOS,21,5/07/2018,3,10201,JESUS MARIA
238577,BLAI1,ARROZ INTEGRAL,1,5/07/2018,6,10187,LA MOLINA
238578,BLSI1,SACHA INCHI,1,5/07/2018,10,10019,JESUS MARIA
238579,BLSV1,SNEAKER VEGANO,1,5/07/2018,4,10219,PUEBLO LIBRE
238580,BLCC1,CAMU CAMU,8,5/07/2018,10,10000,JESUS MARIA
238581,BLMA1,MIEL DE AVEJA,2,5/07/2018,8,10189,JESUS MARIA
238582,BLP01,PROPOLEO,1,5/07/2018,6,10155,LA MOLINA
238583,BLSI1,SACHA INCHI,32,5/07/2018,10,10134,JESUS MARIA
238584,BLSI1,SACHA INCHI,12,5/07/2018,10,10029,CERCADO
238585,BLSI1,SACHA INCHI,1,5/07/2018,10,10128,CERCADO
238586,BLMC1,MATE DE COCA,1,5/07/2018,5,10225,SAN ISIDRO
238587,BLSV1,SNEAKER VEGANO,1,5/07/2018,4,10037,PUEBLO LIBRE
238588,BLAI1,ARROZ INTEGRAL,24,5/07/2018,6,10032,JESUS MARIA
238589,BLSI1,SACHA INCHI,3,5/07/2018,10,10159,JESUS MARIA
238590,BLSV1,SNEAKER VEGANO,2,5/07/2018,4,10164,JESUS MARIA
238591,BLSV1,SNEAKER VEGANO,-24,6/07/2018,4,10204,JESUS MARIA
238592,BLSV1,SNEAKER VEGANO,48,6/07/2018,4,10153,JESUS MARIA
238593,BLP01,PROPOLEO,1,6/07/2018,6,10053,LA MOLINA
238594,BLC01,QUINUA,6,6/07/2018,6,10075,JESUS MARIA
238595,BLSI1,SACHA INCHI,3,6/07/2018,10,10241,LA MOLINA
238596,BLAI1,ARROZ INTEGRAL,2,6/07/2018,6,10102,LA MOLINA
238597,BLCC1,CAMU CAMU,6,6/07/2018,10,10146,JESUS MARIA
238598,BLP01,PROPOLEO,4,6/07/2018,6,10159,LA MOLINA
238599,BLG01,GRANOLA,1,6/07/2018,6,10246,LA MOLINA
238600,BLSV1,SNEAKER VEGANO,1,6/07/2018,4,10080,CERCADO
238601,BLSI1,SACHA INCHI,6,6/07/2018,10,10205,CERCADO
238602,BLP01,PROPOLEO,48,6/07/2018,6,10077,JESUS MARIA
238603,BLAL1,ACEITE LINAZA,6,6/07/2018,9,10077,LA MOLINA
238604,BLG01,GRANOLA,1,7/07/2018,6,10007,LA MOLINA
238605,BLAC1,ACEITE DE COCO,1,7/07/2018,9,10026,JESUS MARIA
238606,BLAC1,ACEITE DE COCO,1,7/07/2018,9,10094,JESUS MARIA
238607,BLMC1,MATE DE COCA,5,7/07/2018,5,10214,BARRANCO
238608,BLSV1,SNEAKER VEGANO,2,7/07/2018,4,10115,LA MOLINA
238609,BLSV1,SNEAKER VEGANO,4,7/07/2018,4,10048,JESUS MARIA
238610,BLCC1,CAMU CAMU,24,7/07/2018,10,10061,PUEBLO LIBRE
238611,BLAI1,ARROZ INTEGRAL,4,7/07/2018,6,10246,BARRANCO
238612,BLCC1,CAMU CAMU,4,7/07/2018,10,10109,VILLA EL SALVADOR
238613,BLSI1,SACHA INCHI,6,7/07/2018,10,10234,CERCADO
238614,BLG01,GRANOLA,2,7/07/2018,6,10084,SAN BORJA
238615,BLG01,GRANOLA,1,7/07/2018,6,10013,CERCADO
238616,BLMF1,MIX FRUTOS,1,7/07/2018,3,10052,JESUS MARIA
238617,BLKG1,KEKE GUINDON,2,7/07/2018,5,10078,CERCADO
238618,BLMC1,MATE DE COCA,12,7/07/2018,5,10240,SAN BORJA
238619,BLSI1,SACHA INCHI,3,7/07/2018,10,10064,JESUS MARIA
238620,BLOJ1,OJUELAS,4,7/07/2018,3,10049,SAN BORJA
238621,BLKG1,KEKE GUINDON,12,7/07/2018,5,10152,SAN BORJA
238622,BLG01,GRANOLA,1,7/07/2018,6,10201,SAN BORJA
238623,BLC01,CACAO,9,8/07/2018,5,10193,MAGDALENA
238624,BLG01,GRANOLA,6,8/07/2018,6,10068,JESUS MARIA
238625,BLSV1,SNEAKER VEGANO,6,8/07/2018,4,10022,JESUS MARIA
238626,BLG01,GRANOLA,5,8/07/2018,6,10145,JESUS MARIA
238627,BLG01,GRANOLA,4,8/07/2018,6,10109,JESUS MARIA
238628,BLAL1,ACEITE LINAZA,4,8/07/2018,9,10224,JESUS MARIA
238629,BLSI1,SACHA INCHI,2,8/07/2018,10,10233,LA MOLINA
238630,BLSV1,SNEAKER VEGANO,3,8/07/2018,4,10057,PUEBLO LIBRE
238631,BLKZ1,KEKE ZANAHORIA,1,8/07/2018,5,10012,SAN BORJA
238632,BLMF1,MIX FRUTOS,1,8/07/2018,3,10145,JESUS MARIA
238633,BLSV1,SNEAKER VEGANO,3,8/07/2018,4,10240,JESUS MARIA
238634,BLMA1,MIEL DE AVEJA,5,8/07/2018,8,10245,JESUS MARIA
238635,BLMA1,MIEL DE AVEJA,11,8/07/2018,8,10094,JESUS MARIA
238636,BLG01,GRANOLA,-6,8/07/2018,6,10057,LA MOLINA
238637,BLOJ1,OJUELAS,12,8/07/2018,3,10044,JESUS MARIA
238638,BLSI1,SACHA INCHI,1,8/07/2018,10,10197,LA MOLINA
238639,BLG01,GRANOLA,1,8/07/2018,6,10044,SAN BORJA
238640,BLAI1,ARROZ INTEGRAL,1,8/07/2018,6,10104,JESUS MARIA
238641,BLSI1,SACHA INCHI,10,9/07/2018,10,10117,LINCE
238642,BLC01,QUINUA,1,9/07/2018,6,10102,JESUS MARIA
238643,BLMA1,MIEL DE AVEJA,2,9/07/2018,8,10127,SAN BORJA
238644,BLAI1,ARROZ INTEGRAL,1,9/07/2018,6,10243,SAN BORJA
238645,BLG01,GRANOLA,24,9/07/2018,6,10040,LA MOLINA
238646,BLSI1,SACHA INCHI,8,9/07/2018,10,10162,CERCADO
238647,BLMA1,MIEL DE AVEJA,1,9/07/2018,8,10187,SAN ISIDRO
238648,BLSI1,SACHA INCHI,3,9/07/2018,10,10219,PUEBLO LIBRE
238649,BLG01,GRANOLA,2,9/07/2018,6,10228,JESUS MARIA
238650,BLG01,GRANOLA,2,9/07/2018,6,10096,SAN BORJA
238651,BLAI1,ARROZ INTEGRAL,1,9/07/2018,6,10176,JESUS MARIA
238652,BLSI1,SACHA INCHI,-192,9/07/2018,10,10238,JESUS MARIA
238653,BLG01,GRANOLA,1,9/07/2018,6,10146,SAN JUAN DE LURIGANCHO
238654,BLMF1,MIX FRUTOS,2,9/07/2018,3,10139,BARRANCO
238655,BLMC1,MATE DE COCA,24,9/07/2018,5,10051,SAN BORJA
238656,BLSV1,SNEAKER VEGANO,1,9/07/2018,4,10241,PUEBLO LIBRE
238657,BLSV1,SNEAKER VEGANO,2,9/07/2018,4,10061,PUEBLO LIBRE
238658,BLMA1,MIEL DE AVEJA,5,9/07/2018,8,10157,SAN ISIDRO
238659,BLBE1,BARRA ENERGETICA,1,9/07/2018,2,10070,MIRAFLORES
238660,BLSI1,SACHA INCHI,2,10/07/2018,10,10247,LINCE
238661,BLAC1,ACEITE DE COCO,12,10/07/2018,9,10150,JESUS MARIA
238662,BLSV1,SNEAKER VEGANO,24,10/07/2018,4,10153,JESUS MARIA
238663,BLMC1,MATE DE COCA,3,10/07/2018,5,10227,MIRAFLORES
238664,BLKG1,KEKE GUINDON,12,10/07/2018,5,10036,LA MOLINA
238665,BLSI1,SACHA INCHI,-1,10/07/2018,10,10042,JESUS MARIA
238666,BLSI1,SACHA INCHI,5,10/07/2018,10,10018,SAN JUAN DE LURIGANCHO
238667,BLAI1,ARROZ INTEGRAL,4,10/07/2018,6,10005,LA MOLINA
238668,BLP01,PROPOLEO,4,10/07/2018,6,10142,LA MOLINA
238669,BLC01,QUINUA,3,10/07/2018,6,10158,JESUS MARIA
238670,BLMC1,MATE DE COCA,6,10/07/2018,5,10166,SAN BORJA
238671,BLSI1,SACHA INCHI,2,10/07/2018,10,10148,JESUS MARIA
238672,BLSI1,SACHA INCHI,1,10/07/2018,10,10106,PUEBLO LIBRE
238673,BLSV1,SNEAKER VEGANO,1,10/07/2018,4,10043,BREÑA
238674,BLP01,PROPOLEO,10,10/07/2018,6,10006,JESUS MARIA
238675,BLKZ1,KEKE ZANAHORIA,4,10/07/2018,5,10200,JESUS MARIA
238676,BLSI1,SACHA INCHI,12,11/07/2018,10,10201,LINCE
238677,BLC01,QUINUA,2,11/07/2018,6,10019,JESUS MARIA
238678,BLSV1,SNEAKER VEGANO,2,11/07/2018,4,10058,PUEBLO LIBRE
238679,BLAL1,ACEITE LINAZA,6,11/07/2018,9,10157,JESUS MARIA
238680,BLC01,QUINUA,1,11/07/2018,6,10021,MAGDALENA
238681,BLAL1,ACEITE LINAZA,10,11/07/2018,9,10234,JESUS MARIA
238682,BLG01,GRANOLA,1,11/07/2018,6,10098,JESUS MARIA
238683,BLSV1,SNEAKER VEGANO,1,12/07/2018,4,10045,JESUS MARIA
238684,BLAI1,ARROZ INTEGRAL,2,12/07/2018,6,10036,SAN BORJA
238685,BLAL1,ACEITE LINAZA,1,12/07/2018,9,10107,JESUS MARIA
238686,BLP01,PROPOLEO,10,12/07/2018,6,10041,JESUS MARIA
238687,BLSI1,SACHA INCHI,69,12/07/2018,10,10160,JESUS MARIA
238688,BLG01,GRANOLA,1,12/07/2018,6,10115,JESUS MARIA
238689,BLMC1,MATE DE COCA,1,12/07/2018,5,10027,SURQUILLO
238690,BLMC1,MATE DE COCA,1,12/07/2018,5,10075,SAN MARTIN
238691,BLSI1,SACHA INCHI,2,12/07/2018,10,10126,PUEBLO LIBRE
238692,BLMC1,MATE DE COCA,12,12/07/2018,5,10250,MIRAFLORES
238693,BLKG1,KEKE GUINDON,2,12/07/2018,5,10046,CERCADO
238694,BLSI1,SACHA INCHI,2,12/07/2018,10,10087,CERCADO
238695,BLSV1,SNEAKER VEGANO,12,13/07/2018,4,10171,JESUS MARIA
238696,BLKG1,KEKE GUINDON,1,13/07/2018,5,10242,CERCADO
238697,BLC01,QUINUA,1,13/07/2018,6,10052,JESUS MARIA
238698,BLSV1,SNEAKER VEGANO,5,13/07/2018,4,10065,LA MOLINA
238699,BLP01,PROPOLEO,2,13/07/2018,6,10225,LA MOLINA
238700,BLGA1,GALLETA AVENA,12,13/07/2018,2,10123,SAN MIGUEL
238701,BLC01,QUINUA,2,13/07/2018,6,10195,MAGDALENA
238702,BLSI1,SACHA INCHI,1,13/07/2018,10,10003,SAN BORJA
238703,BLSI1,SACHA INCHI,24,13/07/2018,10,10087,JESUS MARIA
